name,type,equipment,frequency,day_of_week,fortnite,month,day_of_month,start_date,end_date,assigned_to,start_hour,end_hour,description
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67716 - BREAKER, 11KV  UNIT 52, FEED TO MAC 4 MOTOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67717 - BREAKER, 11KV  UNIT 52X, CCB2,RED. VOLT. CONNECTION TO MAC4",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67717 - BREAKER, 11KV  UNIT 52X, CCB2,RED. VOLT. CONNECTION TO MAC4",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67718 - BREAKER, 11KV  UNIT 50X, NCB, AUTO TRAFO. NEUTRAL",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67718 - BREAKER, 11KV  UNIT 50X, NCB, AUTO TRAFO. NEUTRAL",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67719 - BREAKER, 11KV  UNIT 50Z, TCB1 80% TAP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67719 - BREAKER, 11KV  UNIT 50Z, TCB1 80% TAP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67720 - BREAKER, 11KV  UNIT 50Y, TCB2 90% TAP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67720 - BREAKER, 11KV  UNIT 50Y, TCB2 90% TAP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67721 - BREAKER, 11KV  UNIT 50, SCB-FEED TO AUTO XFMR PRIMARY",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67721 - BREAKER, 11KV  UNIT 50, SCB-FEED TO AUTO XFMR PRIMARY",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67722 - BREAKER, 11KV  UNIT 56, INCOMER FROM TR 02",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67722 - BREAKER, 11KV  UNIT 56, INCOMER FROM TR 02",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67723 - BREAKER, 11KV  UNIT 57,  FEED TO XFMR 11KV/415V TR 04",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67723 - BREAKER, 11KV  UNIT 57,  FEED TO XFMR 11KV/415V TR 04",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67724 - BREAKER, 11KV  UNIT 58,  FEED TO BOC-02 MOTOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67724 - BREAKER, 11KV  UNIT 58,  FEED TO BOC-02 MOTOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67725 - BREAKER, 11KV  UNIT 59,  FEED TO BOC-01 MOTOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67725 - BREAKER, 11KV  UNIT 59,  FEED TO BOC-01 MOTOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67726 - BREAKER, 11KV  UNIT 53, 11KV TIE BREAKER - 1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67726 - BREAKER, 11KV  UNIT 53, 11KV TIE BREAKER - 1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
VFD – Major Maintenance,Schedule,"67727 - VFD, LOX PRODUCT BOILER PUMP #3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0544-09
VFD – Major Maintenance,Schedule,"67728 - VFD, LOX PRODUCT BOILER PUMP #4",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0544-09
Transformer – Major Maintenance,Schedule,"67729 - TRANSFORMER, 11 KV/415, 3500 KVA TR- 04",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0573-09
"Transformer, Dry Type – Periodic Maintenance",Schedule,"67729 - TRANSFORMER, 11 KV/415, 3500 KVA TR- 04",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0574-09
Discharge Check Valve Inspection,Schedule,"67730 - BED, #3 PREPURIFIER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
INSPECTION OF PP BED VALVES FUNCTIONS & TIMING,Schedule,"67730 - BED, #3 PREPURIFIER",Quarterly,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,IND019-010-09
Discharge Check Valve Inspection,Schedule,"67731 - BED, #4 PREPURIFIER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
INSPECTION OF PP BED VALVES FUNCTIONS & TIMING,Schedule,"67731 - BED, #4 PREPURIFIER",Quarterly,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,IND019-010-09
Control System Cabinet Periodic Inspection,Schedule,"67732 - PLC, #11, MAC,DSAC,CW,PP, REGEN",Half yearly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0253-09
PLC5 Battery Replacement,Schedule,"67732 - PLC, #11, MAC,DSAC,CW,PP, REGEN",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0252-09
Control System Cabinet Periodic Inspection,Schedule,"67733 - PLC, #12, COLD BOX, LCT, ARGON, ANALYSERS",Half yearly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0253-09
PLC5 Battery Replacement,Schedule,"67733 - PLC, #12, COLD BOX, LCT, ARGON, ANALYSERS",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0252-09
PLC5 Battery Replacement,Schedule,"67734 - PLC, #13,  BOC #1",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0252-09
Control System Cabinet Periodic Inspection,Schedule,"67734 - PLC, #13,  BOC #1",Half yearly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0253-09
PLC5 Battery Replacement,Schedule,"67735 - PLC, #14, BOC #2",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0252-09
Control System Cabinet Periodic Inspection,Schedule,"67735 - PLC, #14, BOC #2",Half yearly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0253-09
"Calibration of Analyzers (Non-Medical, Non Safety)",Schedule,"67736 - ANALYZER, AE3 WASTE NITROGEN PURITY",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0810-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67737 - HX, BAC #3 INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67739 - HX, BAC  #4 INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Motors, Random Wound – Major Maintenance",Schedule,"67741 - PUMP/MOTOR, LOX PRODUCT BOILER PUMP#4",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67741 - PUMP/MOTOR, LOX PRODUCT BOILER PUMP#4",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
Product Boiler Pump Bearing Regreasing,Schedule,"67741 - PUMP/MOTOR, LOX PRODUCT BOILER PUMP#4",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0222-09
INSPECT  INLET AND OUTLET EXPANSION JOINTS,Schedule,"67741 - PUMP/MOTOR, LOX PRODUCT BOILER PUMP#4",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND019-007-09
Discharge Check Valve Inspection,Schedule,"67742 - COMPRESSOR, BAC #3",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
Discharge Check Valve Inspection,Schedule,"67743 - COMPRESSOR, BAC #4",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
Verification of performance of BLAC condensate system,Schedule,"67744 - COMPRESSOR, #3 MAC",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-003-09
INSPECT  INLET AND OUTLET EXPANSION JOINTS,Schedule,"67744 - COMPRESSOR, #3 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND019-007-09
Compressor - Gas Side Inspection (Wet Gas Service),Schedule,"67744 - COMPRESSOR, #3 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0196-09
Main Drive Coupling Service (Inspection),Schedule,"67744 - COMPRESSOR, #3 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0197-09
Complete Overhauling of IGV on Cameron Machines,Schedule,"67744 - COMPRESSOR, #3 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND019-047-09
Discharge Check Valve Inspection,Schedule,"67744 - COMPRESSOR, #3 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
Gearbox Inspection - Gearbox with Gear driven oil Pump,Schedule,"67744 - COMPRESSOR, #3 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0279-09
GREASE IGV LINKAGE AND COMPONENTS,Schedule,"67744 - COMPRESSOR, #3 MAC",Quarterly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND019-043-09
Main Oil Pump Coupling Replacement,Schedule,"67744 - COMPRESSOR, #3 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND019-045-09
Compressor vent valve inspection for passing,Schedule,"67744 - COMPRESSOR, #3 MAC",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-004-09
REPLACE/SERVICE DEMISTER FILTER,Schedule,"67744 - COMPRESSOR, #3 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND019-002-09
"REPLACE IGV BEARINGS, CALIBRATE AND STROKE CHECK IGV",Schedule,"67744 - COMPRESSOR, #3 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND019-042-09
Inlet Guide Vanes(IGV) - Inspection and Functional test,Schedule,"67744 - COMPRESSOR, #3 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0273-09
Verification of performance of BLAC condensate system,Schedule,"67745 - COMPRESSOR, #4 MAC",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-003-09
Complete Overhauling of IGV on Cameron Machines,Schedule,"67745 - COMPRESSOR, #4 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND019-047-09
Compressor - Gas Side Inspection (Wet Gas Service),Schedule,"67745 - COMPRESSOR, #4 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0196-09
INSPECT  INLET AND OUTLET EXPANSION JOINTS,Schedule,"67745 - COMPRESSOR, #4 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND019-007-09
REPLACE/SERVICE DEMISTER FILTER,Schedule,"67745 - COMPRESSOR, #4 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND019-002-09
Main Oil Pump Coupling Replacement,Schedule,"67745 - COMPRESSOR, #4 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND019-045-09
Discharge Check Valve Inspection,Schedule,"67745 - COMPRESSOR, #4 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
Compressor vent valve inspection for passing,Schedule,"67745 - COMPRESSOR, #4 MAC",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-004-09
Main Drive Coupling Service (Inspection),Schedule,"67745 - COMPRESSOR, #4 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0197-09
Gearbox Inspection - Gearbox with Gear driven oil Pump,Schedule,"67745 - COMPRESSOR, #4 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0279-09
"REPLACE IGV BEARINGS, CALIBRATE AND STROKE CHECK IGV",Schedule,"67745 - COMPRESSOR, #4 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND019-042-09
GREASE IGV LINKAGE AND COMPONENTS,Schedule,"67745 - COMPRESSOR, #4 MAC",Quarterly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND019-043-09
Inlet Guide Vanes(IGV) - Inspection and Functional test,Schedule,"67745 - COMPRESSOR, #4 MAC",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0273-09
Chiller - Unit Inspection,Schedule,"67746 - CHILLER, UNIT #3 COMP. PACKAGE",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0225-09
Vessel Wall Thickness Inspection,Schedule,"67746 - CHILLER, UNIT #3 COMP. PACKAGE",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0140-09
Chiller - Unit Inspection,Schedule,"67747 - CHILLER, UNIT #4 COMP. PACKAGE",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0225-09
Vessel Wall Thickness Inspection,Schedule,"67747 - CHILLER, UNIT #4 COMP. PACKAGE",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0140-09
Electric Heater and Dryer – Periodic Maintenance,Schedule,"67748 - HEATER, #3 REGENERATION",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0548-09
Regenheater Termination Inspection,Schedule,"67748 - HEATER, #3 REGENERATION",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND019-040-09
Electric Heater and Dryer – Periodic Maintenance,Schedule,"67750 - HEATER, #4 REGENERATION",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0548-09
Regenheater Termination Inspection,Schedule,"67750 - HEATER, #4 REGENERATION",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND019-040-09
"Motors, Random Wound – Major Maintenance",Schedule,"67752 - MOTOR, CHILLED WATER PUMP#3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67752 - MOTOR, CHILLED WATER PUMP#3",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Major Maintenance",Schedule,"67753 - MOTOR, CHILLED WATER PUMP#4",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67753 - MOTOR, CHILLED WATER PUMP#4",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
AOP Vibration to be taken during SD and Opportunity,Schedule,"67754 - MOTOR, MAC#3 AOP",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-002-09
"Motors, Random Wound – Major Maintenance",Schedule,"67754 - MOTOR, MAC#3 AOP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67754 - MOTOR, MAC#3 AOP",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67755 - MOTOR, MAC#4 AOP",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
AOP Vibration to be taken during SD and Opportunity,Schedule,"67755 - MOTOR, MAC#4 AOP",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-002-09
"Motors, Random Wound – Major Maintenance",Schedule,"67755 - MOTOR, MAC#4 AOP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67756 - PUMP/MOTOR, LOX PRODUCT BOILER PUMP#3",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Major Maintenance",Schedule,"67756 - PUMP/MOTOR, LOX PRODUCT BOILER PUMP#3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
Product Boiler Pump Bearing Regreasing,Schedule,"67756 - PUMP/MOTOR, LOX PRODUCT BOILER PUMP#3",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0222-09
INSPECT  INLET AND OUTLET EXPANSION JOINTS,Schedule,"67756 - PUMP/MOTOR, LOX PRODUCT BOILER PUMP#3",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND019-007-09
"Calibration of Analyzers (Non-Medical, Non Safety)",Schedule,"67757 - ANALYZER, AE2 TRACE OXYGEN",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0810-09
Electrolyte Replacement,Schedule,"67757 - ANALYZER, AE2 TRACE OXYGEN",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND000-017-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67758 - HX, MAC #3  1ST STAGE INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67759 - HX, MAC #3 2ND STAGE INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67760 - HX, MAC #3  3RD STAGE INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67761 - HX, MAC #4  1ST STAGE INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67762 - HX, MAC #4 2ND STAGE INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67763 - HX, MAC #4  3RD STAGE INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67774 - MOTOR, WHEEL WASH PUMP",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Major Maintenance",Schedule,"67774 - MOTOR, WHEEL WASH PUMP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
Switchgear Batteries – Periodic Maintenance,Schedule,"67775 - BATTERY, 110 V BACKUP PLNT 3",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0551-09
Switchgear Batteries – Major Maintenance,Schedule,"67775 - BATTERY, 110 V BACKUP PLNT 3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0552-09
Oil Change - machinery with less than 20 gallon sump,Schedule,"67776 - PUMP, #3  CHILLED WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0278-09
General Service Coupling Inspection,Schedule,"67776 - PUMP, #3  CHILLED WATER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0218-09
Water Pumps inspection and overhauling,Schedule,"67776 - PUMP, #3  CHILLED WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-008-09
Water Pumps inspection and overhauling,Schedule,"67777 - PUMP, #4 CHILLED WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-008-09
General Service Coupling Inspection,Schedule,"67777 - PUMP, #4 CHILLED WATER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0218-09
Oil Change - machinery with less than 20 gallon sump,Schedule,"67777 - PUMP, #4 CHILLED WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0278-09
MCC – Major Maintenance,Schedule,"67778 - MCC, #2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0541-09
Protective Relay – Major Calibration,Schedule,"67778 - MCC, #2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0553-09
OSS: Calibration of CSS Analyzers,Schedule,"67779 - ANALYZER, AE14, OXYGEN AND LEL PAM",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0820-09
"Calibration of Analyzers (Non-Medical, Non Safety)",Schedule,"67780 - ANALYZER, AE17, PIPELINE OXYGEN PURITY",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0810-09
"Transformer, Dry Type – Periodic Maintenance",Schedule,"67781 - TRANSFORMER, 11KV/8.8-9.9 KV, 38000KVA AT-02",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0574-09
Transformer – Major Maintenance,Schedule,"67781 - TRANSFORMER, 11KV/8.8-9.9 KV, 38000KVA AT-02",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0573-09
Turbine - Trip Valve Inspection,Schedule,"67782 - TURBINE,  LOWER COLUMN",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0034-09
Perform over speed trip test,Schedule,"67782 - TURBINE,  LOWER COLUMN",Annually,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,IND019-056-09
Lube Oil Accumulator Test,Schedule,"67782 - TURBINE,  LOWER COLUMN",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0235-09
Discharge Check Valve Inspection,Schedule,"67782 - TURBINE,  LOWER COLUMN",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
REPLACE/SERVICE DEMISTER FILTER,Schedule,"67782 - TURBINE,  LOWER COLUMN",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND019-002-09
"Calibration of Analyzers (Non-Medical, Non Safety)",Schedule,"67784 - ANALYZER, AE1 PRODUCT O2 PURITY",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0810-09
OSS: Calibration of CSS Analyzers,Schedule,"67785 - ANALYZER, AE12A, CO2 AFTER PP BED",Fortnight,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0820-09
OSS: Calibration of CSS Analyzers,Schedule,"67786 - ANALYZER, AE12B, CO2 IN MAIN CONDENSER",Fortnight,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0820-09
"Motors, Random Wound – Major Maintenance",Schedule,"67787 - MOTOR, TURBINE LOP#3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67787 - MOTOR, TURBINE LOP#3",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67788 - MOTOR, TURBINE LOP#4",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Major Maintenance",Schedule,"67788 - MOTOR, TURBINE LOP#4",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
Main Oil Pump Coupling Inspection,Schedule,"67789 - PUMP, MAC#3 MAIN OIL PUMP",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0006-09
Main Oil Pump Coupling Inspection,Schedule,"67790 - PUMP, MAC#4 MAIN OIL PUMP",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0006-09
OSS: Calibration of CSS Analyzers,Schedule,"67791 - ANALYZER, AE11 TOTAL HYDROCARBON IN MC O2",Weekly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0820-09
Transformer/Oil Circuit Breaker – Periodic Oil Testing,Schedule,"67793 - TRANSFORMER, 33/11 KV, 40/50 MVA TR- 02",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0571-09
Transformer – Major Maintenance,Schedule,"67793 - TRANSFORMER, 33/11 KV, 40/50 MVA TR- 02",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0573-09
